"","Date","Time","CO.GT.","PT08.S1.CO.","C6H6.GT.","PT08.S2.NMHC.","NOx.GT.","PT08.S3.NOx.","NO2.GT.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH","Month","Year","Season","CO_8h_avg","C6H6_24h_avg","AQI_CO","AQI_C6H6","AQI_NOx","AQI_NO2","AQI","Dominant_Pollutant"
"45",2004-03-12,"14.00.00",2.7,1287,12.8,1078,163,949,123,1660,1061,16.3,35.7,0.656,"03","2004","Spring",2.8625,10.2833333333333,32.5284090909091,153.776666666667,112.873076923077,105.334615384615,153.776666666667,"C6H6"
"46",2004-03-12,"15.00.00",2.9,1353,14.2,1122,190,922,126,1740,1139,15.8,37,0.661,"03","2004","Spring",3.05,10.5083333333333,34.6590909090909,155.981666666667,117.961538461538,105.9,155.981666666667,"C6H6"
"47",2004-03-12,"16.00.00",2.8,1309,12.7,1073,178,954,120,1657,1112,15.9,37.2,0.6657,"03","2004","Spring",2.85,10.6916666666667,32.3863636363636,157.778333333333,115.7,104.769230769231,157.778333333333,"C6H6"
"48",2004-03-12,"17.00.00",2.4,1274,11.7,1041,150,1006,119,1610,994,16.9,34.3,0.6549,"03","2004","Spring",2.65,10.7125,30.1136363636364,157.9825,110.423076923077,104.580769230769,157.9825,"C6H6"
"49",2004-03-12,"18.00.00",3.9,1510,19.3,1277,206,812,149,1910,1410,15.1,39.6,0.6766,"03","2004","Spring",2.75,10.65,31.25,157.37,120.976923076923,110.234615384615,157.37,"C6H6"
"50",2004-03-12,"19.00.00",3.7,1525,18.2,1246,202,821,145,1847,1448,14.4,43.4,0.7084,"03","2004","Spring",2.875,10.2666666666667,32.6704545454545,153.613333333333,120.223076923077,109.480769230769,153.613333333333,"C6H6"
"51",2004-03-12,"20.00.00",6.6,1843,32.6,1610,340,624,170,2390,1887,12.9,50.5,0.7478,"03","2004","Spring",3.4375,10.625,39.0625,157.125,146.230769230769,114.192307692308,157.125,"C6H6"
"52",2004-03-12,"21.00.00",4.4,1598,20.1,1299,274,752,149,1941,1627,12.1,53.3,0.7536,"03","2004","Spring",3.675,10.9291666666667,41.7613636363636,160.105833333333,133.792307692308,110.234615384615,160.105833333333,"C6H6"
"53",2004-03-12,"22.00.00",3.5,1484,14.3,1127,253,839,139,1723,1491,11,59.1,0.774,"03","2004","Spring",3.775,11.3291666666667,42.8977272727273,164.025833333333,129.834615384615,108.35,164.025833333333,"C6H6"
"54",2004-03-12,"23.00.00",5.4,1677,21.8,1346,300,741,134,2062,1657,9.7,64.6,0.7771,"03","2004","Spring",4.0875,12.1291666666667,46.4488636363636,171.865833333333,138.692307692308,107.407692307692,171.865833333333,"C6H6"
"55",2004-03-13,"00.00.00",2.7,1280,9.6,964,193,963,113,1544,1285,9.5,64.1,0.7597,"03","2004","Spring",4.075,12.2833333333333,46.3068181818182,173.376666666667,118.526923076923,103.45,173.376666666667,"C6H6"
"56",2004-03-13,"01.00.00",1.9,1196,7.4,873,139,1071,97,1463,1144,9.1,63.9,0.7423,"03","2004","Spring",4.0125,12.325,45.5965909090909,173.785,108.35,96.8723404255319,173.785,"C6H6"
"57",2004-03-13,"02.00.00",1.6,1184,5.4,782,83,1176,82,1365,1043,8.8,63.9,0.7256,"03","2004","Spring",3.725,12.3791666666667,42.3295454545455,174.315833333333,82.2765957446809,81.2340425531915,174.315833333333,"C6H6"
"58",2004-03-13,"03.00.00",1.7,1172,5.4,783,122,1179,104,1380,996,7.8,67.5,0.7173,"03","2004","Spring",3.475,12.525,39.4886363636364,175.745,105.146153846154,101.753846153846,175.745,"C6H6"
"59",2004-03-13,"04.00.00",1.7,1147,6.2,821,109,1132,83,1412,992,7,71.1,0.7158,"03","2004","Spring",2.8625,12.7375,32.5284090909091,177.8275,102.696153846154,82.2765957446809,177.8275,"C6H6"
"60",2004-03-13,"05.00.00",1,978,2.6,625,62,1420,65,1274,819,8.3,63.6,0.6982,"03","2004","Spring",2.4375,12.8041666666667,27.6988636363636,178.480833333333,60.3829787234043,63.5106382978723,178.480833333333,"C6H6"
"61",2004-03-13,"06.00.00",1.2,1100,2.9,646,53,1406,60,1268,835,7.2,67.5,0.6887,"03","2004","Spring",2.15,12.85,24.4318181818182,178.93,51,58.2978723404255,178.93,"C6H6"
"62",2004-03-13,"07.00.00",1.5,1112,5.1,770,139,1228,77,1409,940,6.3,71.9,0.6932,"03","2004","Spring",1.6625,12.8791666666667,18.8920454545455,179.215833333333,108.35,76.0212765957447,179.215833333333,"C6H6"
"63",2004-03-13,"08.00.00",2.7,1336,11.8,1043,256,935,96,1678,1192,6.5,71.6,0.6945,"03","2004","Spring",1.6625,12.625,18.8920454545455,176.725,130.4,95.8297872340426,176.725,"C6H6"
"64",2004-03-13,"09.00.00",3.7,1408,15.1,1153,295,830,119,1777,1411,9.6,59.7,0.7124,"03","2004","Spring",1.8875,12.3333333333333,21.4488636363636,173.866666666667,137.75,104.580769230769,173.866666666667,"C6H6"
"65",2004-03-13,"10.00.00",3.2,1447,12.9,1081,250,869,126,1667,1465,12.4,51.2,0.7335,"03","2004","Spring",2.0875,12.2875,23.7215909090909,173.4175,129.269230769231,105.9,173.4175,"C6H6"
"66",2004-03-13,"11.00.00",4.1,1542,16.1,1184,296,808,158,1780,1583,15.6,42.2,0.7451,"03","2004","Spring",2.3875,12.475,27.1306818181818,175.255,137.938461538462,111.930769230769,175.255,"C6H6"
"67",2004-03-13,"12.00.00",3.6,1451,14,1117,239,875,161,1679,1387,18.4,33.8,0.709,"03","2004","Spring",2.625,12.6333333333333,29.8295454545455,176.806666666667,127.196153846154,112.496153846154,176.806666666667,"C6H6"
"68",2004-03-13,"13.00.00",2.8,1328,12.3,1059,153,987,124,1600,1101,19.4,31.3,0.695,"03","2004","Spring",2.85,12.6875,32.3863636363636,177.3375,110.988461538462,105.523076923077,177.3375,"C6H6"
"69",2004-03-13,"14.00.00",2,1207,8.6,924,118,1088,102,1488,850,18,34.8,0.7127,"03","2004","Spring",2.95,12.5125,33.5227272727273,175.6225,104.392307692308,101.376923076923,175.6225,"C6H6"
"70",2004-03-13,"15.00.00",2,1240,9.2,947,119,1049,116,1532,947,18.4,33.6,0.7042,"03","2004","Spring",3.0125,12.3041666666667,34.2329545454545,173.580833333333,104.580769230769,104.015384615385,173.580833333333,"C6H6"
"71",2004-03-13,"16.00.00",2.5,1306,10.2,987,138,1004,124,1554,1078,17.6,35.1,0.7012,"03","2004","Spring",2.9875,12.2,33.9488636363636,172.56,108.161538461538,105.523076923077,172.56,"C6H6"
"72",2004-03-13,"17.00.00",2.3,1326,10.6,1000,148,976,125,1602,1084,16.7,37.8,0.7117,"03","2004","Spring",2.8125,12.1541666666667,31.9602272727273,172.110833333333,110.046153846154,105.711538461538,172.110833333333,"C6H6"
"73",2004-03-13,"18.00.00",3.2,1473,15.5,1163,227,831,148,1779,1395,16.1,41,0.7451,"03","2004","Spring",2.8125,11.9958333333333,31.9602272727273,170.559166666667,124.934615384615,110.046153846154,170.559166666667,"C6H6"
"74",2004-03-13,"19.00.00",4.2,1609,19.6,1286,277,758,165,1922,1612,15.8,42.4,0.7569,"03","2004","Spring",2.825,12.0541666666667,32.1022727272727,171.130833333333,134.357692307692,113.25,171.130833333333,"C6H6"
"75",2004-03-13,"20.00.00",4.2,1611,19.2,1274,279,754,161,1915,1697,15.7,44.1,0.7786,"03","2004","Spring",2.9,11.4958333333333,32.9545454545455,165.659166666667,134.734615384615,112.496153846154,165.659166666667,"C6H6"
"76",2004-03-13,"21.00.00",4.2,1621,18.3,1247,283,762,159,1860,1886,15.3,46.8,0.8091,"03","2004","Spring",3.075,11.4208333333333,34.9431818181818,164.924166666667,135.488461538462,112.119230769231,164.924166666667,"C6H6"
"77",2004-03-13,"22.00.00",3.1,1444,13.1,1089,214,844,143,1748,1624,14.6,48.6,0.806,"03","2004","Spring",3.2125,11.3708333333333,36.5056818181818,164.434166666667,122.484615384615,109.103846153846,164.434166666667,"C6H6"
"78",2004-03-13,"23.00.00",2.6,1418,10.9,1010,172,892,130,1603,1536,14.7,49.3,0.8193,"03","2004","Spring",3.2875,10.9166666666667,37.3579545454545,159.983333333333,114.569230769231,106.653846153846,159.983333333333,"C6H6"
"79",2004-03-14,"00.00.00",2.9,1534,11,1013,190,889,129,1611,1535,13.9,53.6,0.8498,"03","2004","Spring",3.3375,10.975,37.9261363636364,160.555,117.961538461538,106.465384615385,160.555,"C6H6"
"80",2004-03-14,"01.00.00",2.8,1484,11.9,1045,174,880,119,1624,1530,14.6,51.5,0.8536,"03","2004","Spring",3.4,11.1625,38.6363636363636,162.3925,114.946153846154,104.580769230769,162.3925,"C6H6"
"81",2004-03-14,"02.00.00",2.5,1367,8.6,925,128,953,104,1543,1337,12.5,58.9,0.8537,"03","2004","Spring",3.3125,11.2958333333333,37.6420454545455,163.699166666667,106.276923076923,101.753846153846,163.699166666667,"C6H6"
"82",2004-03-14,"03.00.00",2.4,1344,9.7,968,193,921,113,1620,1278,11.6,63.4,0.8674,"03","2004","Spring",3.0875,11.475,35.0852272727273,165.455,118.526923076923,103.45,165.455,"C6H6"
"83",2004-03-14,"04.00.00",1.5,1130,5.2,773,70,1130,82,1452,1051,12.1,61.1,0.8603,"03","2004","Spring",2.75,11.4333333333333,31.25,165.046666666667,68.7234042553192,81.2340425531915,165.046666666667,"C6H6"
"84",2004-03-14,"05.00.00",1.2,1062,3.7,691,53,1272,70,1377,929,11.5,63.1,0.8533,"03","2004","Spring",2.375,11.4791666666667,26.9886363636364,165.495833333333,51,68.7234042553192,165.495833333333,"C6H6"
"85",2004-03-14,"06.00.00",1,1076,2.5,618,44,1395,63,1333,872,11.6,62.2,0.8473,"03","2004","Spring",2.1125,11.4625,24.0056818181818,165.3325,41.5094339622642,61.4255319148936,165.3325,"C6H6"
"86",2004-03-14,"07.00.00",0.9,1028,2.4,615,74,1384,67,1340,853,10.4,67.6,0.853,"03","2004","Spring",1.9,11.35,21.5909090909091,164.23,72.8936170212766,65.5957446808511,164.23,"C6H6"
"87",2004-03-14,"08.00.00",1.4,1155,4.2,722,101,1225,84,1414,959,11.6,62.7,0.853,"03","2004","Spring",1.7125,11.0333333333333,19.4602272727273,161.126666666667,101.188461538462,83.3191489361702,161.126666666667,"C6H6"
"88",2004-03-14,"09.00.00",1.6,1235,6.4,828,118,1055,83,1527,1093,12.4,60,0.8627,"03","2004","Spring",1.5625,10.6708333333333,17.7556818181818,157.574166666667,104.392307692308,82.2765957446809,157.574166666667,"C6H6"
"89",2004-03-14,"10.00.00",2.2,1332,8.6,923,144,952,98,1614,1225,14.5,53.1,0.8728,"03","2004","Spring",1.525,10.4916666666667,17.3295454545455,155.818333333333,109.292307692308,97.9148936170213,155.818333333333,"C6H6"
"90",2004-03-14,"11.00.00",2.8,1445,10.9,1009,176,878,114,1696,1355,16.9,46.1,0.8789,"03","2004","Spring",1.575,10.275,17.8977272727273,153.695,115.323076923077,103.638461538462,153.695,"C6H6"
"91",2004-03-14,"12.00.00",2.8,1416,10.7,1002,161,907,119,1677,1262,19.3,38.3,0.8474,"03","2004","Spring",1.7375,10.1375,19.7443181818182,152.3475,112.496153846154,104.580769230769,152.3475,"C6H6"
"92",2004-03-14,"13.00.00",2,1281,7.5,880,113,1084,104,1525,980,21.2,31.4,0.7812,"03","2004","Spring",1.8375,9.9375,20.8806818181818,148.979166666667,103.45,101.753846153846,148.979166666667,"C6H6"
"93",2004-03-14,"14.00.00",1.8,1207,7.5,879,103,1104,102,1490,872,21.4,30.2,0.7616,"03","2004","Spring",1.9375,9.89166666666667,22.0170454545455,148.230555555556,101.565384615385,101.376923076923,148.230555555556,"C6H6"
"94",2004-03-14,"15.00.00",1.9,1258,8.2,906,112,1081,107,1511,900,21.9,29,0.7525,"03","2004","Spring",2.0625,9.85,23.4375,147.55,103.261538461538,102.319230769231,147.55,"C6H6"
"95",2004-03-14,"16.00.00",3,1458,11.9,1045,170,974,129,1646,1099,22.2,28.4,0.7516,"03","2004","Spring",2.2625,9.92083333333333,25.7102272727273,148.706944444444,114.192307692308,106.465384615385,148.706944444444,"C6H6"
"96",2004-03-14,"17.00.00",2.9,1438,12,1051,180,943,128,1668,1206,21.3,30.8,0.7696,"03","2004","Spring",2.425,9.97916666666667,27.5568181818182,149.659722222222,116.076923076923,106.276923076923,149.659722222222,"C6H6"
"97",2004-03-14,"18.00.00",2.5,1478,12.2,1055,160,929,121,1671,1262,19.7,36.7,0.8307,"03","2004","Spring",2.4625,9.84166666666667,27.9829545454545,147.413888888889,112.307692307692,104.957692307692,147.413888888889,"C6H6"
"98",2004-03-14,"19.00.00",4.6,1808,20.6,1312,261,753,157,1993,1698,18.4,41.7,0.8732,"03","2004","Spring",2.6875,9.88333333333333,30.5397727272727,148.094444444444,131.342307692308,111.742307692308,148.094444444444,"C6H6"
"99",2004-03-14,"20.00.00",5.9,1898,23.1,1381,325,681,173,2103,1905,17.6,46.1,0.921,"03","2004","Spring",3.075,10.0458333333333,34.9431818181818,151.449166666667,143.403846153846,114.757692307692,151.449166666667,"C6H6"
"100",2004-03-14,"21.00.00",3.4,1560,14.7,1140,217,784,146,1818,1648,16.7,49.6,0.932,"03","2004","Spring",3.25,9.89583333333333,36.9318181818182,148.298611111111,123.05,109.669230769231,148.298611111111,"C6H6"
"101",2004-03-14,"22.00.00",2.1,1324,9,940,146,924,121,1587,1423,16.3,51,0.9341,"03","2004","Spring",3.2875,9.725,37.3579545454545,145.508333333333,109.669230769231,104.957692307692,145.508333333333,"C6H6"
"102",2004-03-14,"23.00.00",2.2,1349,8.8,933,152,933,119,1617,1349,14.7,55.9,0.9314,"03","2004","Spring",3.325,9.6375,37.7840909090909,144.079166666667,110.8,104.580769230769,144.079166666667,"C6H6"
"103",2004-03-15,"00.00.00",1.8,1239,7.4,872,104,985,99,1547,1250,14.8,54.7,0.9164,"03","2004","Spring",3.175,9.4875,36.0795454545455,141.629166666667,101.753846153846,98.9574468085106,141.629166666667,"C6H6"
"104",2004-03-15,"01.00.00",1.8,1239,6.9,853,106,1010,93,1543,1174,14,57,0.9094,"03","2004","Spring",3.0375,9.27916666666667,34.5170454545455,138.226388888889,102.130769230769,92.7021276595745,138.226388888889,"C6H6"
"105",2004-03-15,"02.00.00",1.8,1224,7,855,108,998,88,1566,1149,13.4,61.3,0.9361,"03","2004","Spring",2.95,9.2125,33.5227272727273,137.1375,102.507692307692,87.4893617021277,137.1375,"C6H6"
"106",2004-03-15,"03.00.00",1.1,1078,4.4,734,70,1128,82,1487,1021,12.6,63.5,0.923,"03","2004","Spring",2.5125,8.99166666666667,28.5511363636364,133.530555555556,68.7234042553192,81.2340425531915,133.530555555556,"C6H6"
"107",2004-03-15,"04.00.00",1.2,1078,4,711,66,1150,71,1468,1013,12.3,65.4,0.9351,"03","2004","Spring",1.925,8.94166666666667,21.875,132.713888888889,64.5531914893617,69.7659574468085,132.713888888889,"C6H6"
"108",2004-03-15,"05.00.00",1,1075,3.9,703,88,1156,74,1464,1010,11.9,67.4,0.9375,"03","2004","Spring",1.625,8.95,18.4659090909091,132.85,87.4893617021277,72.8936170212766,132.85,"C6H6"
"109",2004-03-15,"06.00.00",1.4,1157,6.4,830,138,1030,80,1584,1083,11.4,70.5,0.9475,"03","2004","Spring",1.5375,9.1125,17.4715909090909,135.504166666667,108.161538461538,79.1489361702128,135.504166666667,"C6H6"
"110",2004-03-15,"07.00.00",2.2,1314,9.7,966,228,897,89,1710,1235,11.3,70.2,0.9401,"03","2004","Spring",1.5375,9.41666666666667,17.4715909090909,140.472222222222,125.123076923077,88.531914893617,140.472222222222,"C6H6"
"111",2004-03-15,"08.00.00",5.5,1797,25.9,1451,360,652,114,2323,1680,12.4,63.9,0.917,"03","2004","Spring",2,10.3208333333333,22.7272727272727,154.144166666667,151,103.638461538462,154.144166666667,"C6H6"
"112",2004-03-15,"09.00.00",8.1,1961,36.7,1701,478,537,149,2665,2184,14.8,54.3,0.9076,"03","2004","Spring",2.7875,11.5833333333333,31.6761363636364,166.516666666667,171.006920415225,110.234615384615,171.006920415225,"NOx"
"113",2004-03-15,"10.00.00",5.8,1771,26.6,1470,394,622,157,2262,1973,17.4,45.6,0.8993,"03","2004","Spring",3.2875,12.3333333333333,37.3579545454545,173.866666666667,156.764705882353,111.742307692308,173.866666666667,"C6H6"
"114",2004-03-15,"11.00.00",4.2,1564,20.1,1300,319,710,155,2029,1798,19.8,38.5,0.8801,"03","2004","Spring",3.675,12.7166666666667,41.7613636363636,177.623333333333,142.273076923077,111.365384615385,177.623333333333,"C6H6"
"115",2004-03-15,"12.00.00",3.1,1430,14.1,1120,201,831,134,1783,1522,22,34.1,0.8904,"03","2004","Spring",3.9125,12.8583333333333,44.4602272727273,179.011666666667,120.034615384615,107.407692307692,179.011666666667,"C6H6"
"116",2004-03-15,"13.00.00",2.9,1417,14.9,1146,171,830,119,1831,1404,23.3,32.2,0.9096,"03","2004","Spring",4.15,13.1666666666667,47.1590909090909,182.033333333333,114.380769230769,104.580769230769,182.033333333333,"C6H6"
